application_id,customer_id,loan_amount,loan_type,source_channel,current_stage,ask_ailo_used,ocr_documents_scanned,lender_id,offered_rate,inquiry_started_at,ace_prefill_at,neo_matched_at,lender_approved_at,settled_at,mins_to_prefill,mins_to_match
app_533,app_533,8961.16,Business / Equipment,TikTok/Meta Ads,Settled & Funded,0,1,201.0,12.31,2025-05-30 18:46:35.000000,2025-05-30 18:50:35.000000,2025-05-30 18:56:35.000000,2025-06-10 18:56:35.000000,2025-06-13 18:56:35.000000,4.0,6.0
app_534,app_534,57689.18,Home Loan,Organic,Settled & Funded,1,4,202.0,5.7,2026-01-24 07:49:56.000000,2026-01-24 07:59:56.000000,2026-01-24 08:12:56.000000,2026-02-07 08:12:56.000000,2026-02-12 08:12:56.000000,10.0,13.0
app_535,app_535,95529.24,Home Loan,Synapses API,Settled & Funded,0,2,203.0,6.04,2025-05-14 22:36:48.000000,2025-05-14 22:38:48.000000,2025-05-14 22:43:48.000000,2025-05-28 22:43:48.000000,2025-06-04 22:43:48.000000,2.0,5.0
app_536,app_536,93667.11,Car / Asset Finance,TikTok/Meta Ads,Project Neo Matched,0,4,1.0,6.52,2025-04-05 14:17:40.000000,2025-04-05 14:23:40.000000,2025-04-05 14:30:40.000000,,,6.0,7.0
app_537,app_537,95522.39,Business / Equipment,Organic,Settled & Funded,0,2,17.0,5.33,2026-01-02 04:55:02.000000,2026-01-02 05:02:02.000000,2026-01-02 05:16:02.000000,2026-01-10 05:16:02.000000,2026-01-13 05:16:02.000000,7.0,14.0
app_538,app_538,36075.31,Personal Loan,TikTok/Meta Ads,Settled & Funded,1,3,76.0,9.51,2025-10-30 23:43:56.000000,2025-10-30 23:47:56.000000,2025-10-30 23:52:56.000000,2025-11-05 23:52:56.000000,2025-11-11 23:52:56.000000,4.0,5.0
app_539,app_539,8116.46,Home Loan,Synapses API,Settled & Funded,0,3,176.0,10.56,2025-05-18 16:46:53.000000,2025-05-18 16:54:53.000000,2025-05-18 17:06:53.000000,2025-05-19 17:06:53.000000,2025-05-26 17:06:53.000000,8.0,12.0
app_540,app_540,56236.38,Personal Loan,Organic,Settled & Funded,0,1,13.0,4.52,2025-07-26 11:31:10.000000,2025-07-26 11:35:10.000000,2025-07-26 11:43:10.000000,2025-08-05 11:43:10.000000,2025-08-11 11:43:10.000000,4.0,8.0
app_541,app_541,53114.44,Home Loan,Organic,Project Neo Matched,1,1,7.0,8.66,2025-12-31 21:10:10.000000,2025-12-31 21:19:10.000000,2025-12-31 21:24:10.000000,,,9.0,5.0
app_542,app_542,19331.75,Home Loan,Organic,Project Neo Matched,0,1,204.0,6.5,2026-01-05 04:52:32.000000,2026-01-05 04:57:32.000000,2026-01-05 04:59:32.000000,,,5.0,2.0
app_543,app_543,116045.55,Personal Loan,Mortgage Broker,Settled & Funded,1,4,16.0,6.43,2025-07-28 04:42:28.000000,2025-07-28 04:47:28.000000,2025-07-28 04:53:28.000000,2025-08-10 04:53:28.000000,2025-08-12 04:53:28.000000,5.0,6.0
app_544,app_544,87766.69,Home Loan,Synapses API,Lender Approved,1,2,44.0,11.38,2025-10-11 12:33:15.000000,2025-10-11 12:38:15.000000,2025-10-11 12:42:15.000000,2025-10-17 12:42:15.000000,,5.0,4.0
app_545,app_545,84713.32,Business / Equipment,Organic,Settled & Funded,1,2,9.0,10.16,2025-04-30 04:05:22.000000,2025-04-30 04:08:22.000000,2025-04-30 04:14:22.000000,2025-05-06 04:14:22.000000,2025-05-11 04:14:22.000000,3.0,6.0
app_546,app_546,15320.96,Home Loan,Mortgage Broker,Inquiry Started,0,0,,,2025-09-19 08:42:04.000000,,,,,,
app_547,app_547,56921.91,Business / Equipment,Mortgage Broker,Project Neo Matched,0,4,131.0,11.86,2025-09-09 08:58:38.000000,2025-09-09 09:06:38.000000,2025-09-09 09:13:38.000000,,,8.0,7.0
app_548,app_548,10326.13,Business / Equipment,Organic,Settled & Funded,1,3,172.0,5.05,2026-01-27 19:38:38.000000,2026-01-27 19:42:38.000000,2026-01-27 19:49:38.000000,2026-02-09 19:49:38.000000,2026-02-15 19:49:38.000000,4.0,7.0
app_549,app_549,83959.76,Home Loan,Organic,Settled & Funded,1,4,121.0,9.9,2025-04-24 15:30:50.000000,2025-04-24 15:31:50.000000,2025-04-24 15:45:50.000000,2025-05-06 15:45:50.000000,2025-05-10 15:45:50.000000,1.0,14.0
app_550,app_550,149849.1,Business / Equipment,Organic,Settled & Funded,0,3,134.0,9.76,2025-11-15 20:05:39.000000,2025-11-15 20:14:39.000000,2025-11-15 20:17:39.000000,2025-11-21 20:17:39.000000,2025-11-27 20:17:39.000000,9.0,3.0
app_551,app_551,101086.63,Personal Loan,Synapses API,Project Neo Matched,0,3,201.0,9.48,2026-02-11 15:30:17.000000,2026-02-11 15:37:17.000000,2026-02-11 15:52:17.000000,,,7.0,15.0
app_552,app_552,50065.63,Car / Asset Finance,Organic,Project Neo Matched,0,2,14.0,11.69,2025-05-07 10:33:37.000000,2025-05-07 10:36:37.000000,2025-05-07 10:39:37.000000,,,3.0,3.0
app_553,app_553,105750.01,Home Loan,TikTok/Meta Ads,Lender Approved,0,2,205.0,6.97,2025-05-29 13:42:16.000000,2025-05-29 13:52:16.000000,2025-05-29 14:06:16.000000,2025-06-08 14:06:16.000000,,10.0,14.0
app_554,app_554,116397.65,Car / Asset Finance,Organic,Settled & Funded,1,4,186.0,9.17,2025-06-11 03:45:16.000000,2025-06-11 03:49:16.000000,2025-06-11 03:52:16.000000,2025-06-19 03:52:16.000000,2025-06-25 03:52:16.000000,4.0,3.0
app_555,app_555,111607.88,Business / Equipment,Organic,Settled & Funded,0,4,206.0,11.69,2025-10-21 10:03:15.000000,2025-10-21 10:04:15.000000,2025-10-21 10:09:15.000000,2025-10-26 10:09:15.000000,2025-11-02 10:09:15.000000,1.0,5.0
app_556,app_556,72206.52,Car / Asset Finance,Organic,Project Neo Matched,0,4,10.0,10.62,2025-08-31 21:00:40.000000,2025-08-31 21:03:40.000000,2025-08-31 21:09:40.000000,,,3.0,6.0
app_557,app_557,139434.56,Home Loan,TikTok/Meta Ads,Lender Approved,0,3,71.0,4.56,2025-09-17 05:04:37.000000,2025-09-17 05:05:37.000000,2025-09-17 05:12:37.000000,2025-09-20 05:12:37.000000,,1.0,7.0
app_558,app_558,148169.26,Home Loan,Organic,Inquiry Started,0,0,,,2025-05-14 00:26:58.000000,,,,,,
app_559,app_559,127589.71,Personal Loan,Synapses API,Settled & Funded,0,4,196.0,7.44,2025-03-26 13:26:36.000000,2025-03-26 13:33:36.000000,2025-03-26 13:43:36.000000,2025-03-28 13:43:36.000000,2025-04-01 13:43:36.000000,7.0,10.0
app_560,app_560,143995.29,Car / Asset Finance,Synapses API,Settled & Funded,0,3,34.0,8.8,2026-01-26 15:04:42.000000,2026-01-26 15:13:42.000000,2026-01-26 15:26:42.000000,2026-02-07 15:26:42.000000,2026-02-14 15:26:42.000000,9.0,13.0
app_561,app_561,52934.74,Home Loan,TikTok/Meta Ads,Settled & Funded,1,2,162.0,6.34,2025-08-17 03:25:15.000000,2025-08-17 03:34:15.000000,2025-08-17 03:37:15.000000,2025-08-20 03:37:15.000000,2025-08-22 03:37:15.000000,9.0,3.0
app_562,app_562,6317.39,Business / Equipment,Synapses API,Lender Approved,0,3,70.0,9.84,2025-06-02 15:37:51.000000,2025-06-02 15:44:51.000000,2025-06-02 15:54:51.000000,2025-06-07 15:54:51.000000,,7.0,10.0
app_563,app_563,142374.24,Business / Equipment,Mortgage Broker,Settled & Funded,0,1,67.0,6.84,2026-01-28 19:09:04.000000,2026-01-28 19:16:04.000000,2026-01-28 19:21:04.000000,2026-02-10 19:21:04.000000,2026-02-16 19:21:04.000000,7.0,5.0
app_564,app_564,87239.7,Business / Equipment,Synapses API,Project Neo Matched,1,1,207.0,8.78,2025-11-07 10:55:41.000000,2025-11-07 11:05:41.000000,2025-11-07 11:09:41.000000,,,10.0,4.0
app_565,app_565,10585.09,Business / Equipment,TikTok/Meta Ads,Settled & Funded,0,2,101.0,7.24,2025-12-31 22:01:43.000000,2025-12-31 22:05:43.000000,2025-12-31 22:09:43.000000,2026-01-09 22:09:43.000000,2026-01-10 22:09:43.000000,4.0,4.0
app_566,app_566,78460.0,Business / Equipment,Organic,Settled & Funded,1,3,16.0,9.1,2025-09-25 18:33:19.000000,2025-09-25 18:38:19.000000,2025-09-25 18:45:19.000000,2025-10-03 18:45:19.000000,2025-10-06 18:45:19.000000,5.0,7.0
app_567,app_567,57699.8,Car / Asset Finance,Mortgage Broker,Inquiry Started,1,0,,,2026-03-01 05:22:56.000000,,,,,,
app_568,app_568,25665.58,Business / Equipment,Organic,Lender Approved,0,1,142.0,6.77,2025-04-22 03:13:19.000000,2025-04-22 03:19:19.000000,2025-04-22 03:27:19.000000,2025-04-25 03:27:19.000000,,6.0,8.0
app_569,app_569,24445.05,Car / Asset Finance,Synapses API,Lender Approved,0,2,87.0,7.41,2026-02-02 22:10:26.000000,2026-02-02 22:18:26.000000,2026-02-02 22:20:26.000000,2026-02-07 22:20:26.000000,,8.0,2.0
app_570,app_570,110090.77,Home Loan,Mortgage Broker,Inquiry Started,0,0,,,2025-09-15 11:22:33.000000,,,,,,
app_571,app_571,31814.26,Home Loan,Synapses API,Inquiry Started,1,0,,,2025-12-04 08:11:26.000000,,,,,,
app_572,app_572,136494.04,Personal Loan,Synapses API,Settled & Funded,0,1,208.0,6.81,2025-11-18 04:40:57.000000,2025-11-18 04:47:57.000000,2025-11-18 04:55:57.000000,2025-11-30 04:55:57.000000,2025-12-05 04:55:57.000000,7.0,8.0
app_573,app_573,149565.48,Business / Equipment,Organic,Lender Approved,0,1,124.0,6.8,2025-11-17 15:34:18.000000,2025-11-17 15:44:18.000000,2025-11-17 15:50:18.000000,2025-11-19 15:50:18.000000,,10.0,6.0
app_574,app_574,62156.7,Car / Asset Finance,Synapses API,Lender Approved,0,1,146.0,6.84,2025-08-30 09:10:43.000000,2025-08-30 09:13:43.000000,2025-08-30 09:27:43.000000,2025-09-07 09:27:43.000000,,3.0,14.0
app_575,app_575,26329.33,Business / Equipment,Organic,Settled & Funded,1,4,92.0,12.26,2025-11-04 03:33:00.000000,2025-11-04 03:39:00.000000,2025-11-04 03:47:00.000000,2025-11-15 03:47:00.000000,2025-11-21 03:47:00.000000,6.0,8.0
app_576,app_576,105269.23,Personal Loan,TikTok/Meta Ads,Project Neo Matched,1,3,209.0,10.28,2025-06-11 10:21:38.000000,2025-06-11 10:29:38.000000,2025-06-11 10:35:38.000000,,,8.0,6.0
app_577,app_577,129539.39,Personal Loan,Synapses API,Inquiry Started,1,0,,,2025-10-22 17:28:04.000000,,,,,,
app_578,app_578,58782.08,Home Loan,Synapses API,Settled & Funded,1,3,59.0,12.28,2025-09-04 02:30:27.000000,2025-09-04 02:37:27.000000,2025-09-04 02:50:27.000000,2025-09-06 02:50:27.000000,2025-09-09 02:50:27.000000,7.0,13.0
app_579,app_579,135993.52,Home Loan,Synapses API,Lender Approved,1,2,149.0,7.98,2025-05-24 15:22:39.000000,2025-05-24 15:24:39.000000,2025-05-24 15:39:39.000000,2025-06-01 15:39:39.000000,,2.0,15.0
app_580,app_580,120172.61,Home Loan,Organic,Settled & Funded,1,2,191.0,9.82,2025-09-15 01:42:12.000000,2025-09-15 01:49:12.000000,2025-09-15 02:01:12.000000,2025-09-24 02:01:12.000000,2025-09-26 02:01:12.000000,7.0,12.0
app_581,app_581,86624.77,Personal Loan,Synapses API,Lender Approved,0,2,210.0,5.56,2025-12-30 20:43:26.000000,2025-12-30 20:48:26.000000,2025-12-30 21:00:26.000000,2026-01-07 21:00:26.000000,,5.0,12.0
app_582,app_582,104484.96,Personal Loan,Synapses API,Inquiry Started,0,0,,,2025-06-16 00:31:22.000000,,,,,,
app_583,app_583,69684.73,Car / Asset Finance,TikTok/Meta Ads,Inquiry Started,0,0,,,2026-01-17 15:01:10.000000,,,,,,
app_584,app_584,124192.29,Car / Asset Finance,Organic,Settled & Funded,1,3,162.0,12.15,2026-03-04 00:32:30.000000,2026-03-04 00:38:30.000000,2026-03-04 00:52:30.000000,2026-03-16 00:52:30.000000,2026-03-18 00:52:30.000000,6.0,14.0
app_585,app_585,146712.89,Car / Asset Finance,Synapses API,Inquiry Started,1,0,,,2026-02-17 14:15:42.000000,,,,,,
app_586,app_586,98791.9,Car / Asset Finance,Mortgage Broker,Lender Approved,1,3,75.0,11.2,2026-02-20 21:20:15.000000,2026-02-20 21:23:15.000000,2026-02-20 21:32:15.000000,2026-02-23 21:32:15.000000,,3.0,9.0
app_587,app_587,56963.3,Business / Equipment,Organic,Project Neo Matched,1,4,92.0,9.24,2025-12-01 22:02:47.000000,2025-12-01 22:12:47.000000,2025-12-01 22:24:47.000000,,,10.0,12.0
app_588,app_588,108570.32,Personal Loan,Synapses API,Settled & Funded,0,1,72.0,10.58,2026-01-03 13:44:20.000000,2026-01-03 13:52:20.000000,2026-01-03 14:01:20.000000,2026-01-17 14:01:20.000000,2026-01-21 14:01:20.000000,8.0,9.0
app_589,app_589,49215.22,Personal Loan,Synapses API,Settled & Funded,1,3,197.0,11.95,2026-02-13 20:32:56.000000,2026-02-13 20:39:56.000000,2026-02-13 20:49:56.000000,2026-02-27 20:49:56.000000,2026-03-06 20:49:56.000000,7.0,10.0
app_590,app_590,57964.57,Business / Equipment,Synapses API,Inquiry Started,0,0,,,2025-08-01 10:13:34.000000,,,,,,
app_591,app_591,64342.91,Personal Loan,Organic,Inquiry Started,0,0,,,2026-03-14 18:55:06.000000,,,,,,
app_592,app_592,30247.1,Home Loan,Organic,Project Neo Matched,0,4,6.0,8.94,2025-06-09 15:24:41.000000,2025-06-09 15:31:41.000000,2025-06-09 15:41:41.000000,,,7.0,10.0
app_593,app_593,127245.74,Personal Loan,Synapses API,Settled & Funded,1,2,173.0,7.58,2025-11-14 17:27:27.000000,2025-11-14 17:35:27.000000,2025-11-14 17:36:27.000000,2025-11-24 17:36:27.000000,2025-11-26 17:36:27.000000,8.0,1.0
app_594,app_594,39138.5,Car / Asset Finance,Organic,Settled & Funded,1,1,102.0,4.6,2025-11-04 07:31:09.000000,2025-11-04 07:35:09.000000,2025-11-04 07:50:09.000000,2025-11-14 07:50:09.000000,2025-11-19 07:50:09.000000,4.0,15.0
app_595,app_595,116039.74,Personal Loan,TikTok/Meta Ads,Settled & Funded,0,4,211.0,11.21,2025-08-24 12:39:53.000000,2025-08-24 12:47:53.000000,2025-08-24 12:59:53.000000,2025-08-28 12:59:53.000000,2025-08-29 12:59:53.000000,8.0,12.0
app_596,app_596,10997.07,Business / Equipment,Synapses API,Settled & Funded,1,2,30.0,9.9,2025-11-14 09:25:19.000000,2025-11-14 09:30:19.000000,2025-11-14 09:31:19.000000,2025-11-28 09:31:19.000000,2025-11-30 09:31:19.000000,5.0,1.0
app_597,app_597,22931.18,Business / Equipment,Organic,Project Neo Matched,0,3,161.0,11.72,2025-09-01 04:50:59.000000,2025-09-01 04:51:59.000000,2025-09-01 04:55:59.000000,,,1.0,4.0
app_598,app_598,8284.18,Car / Asset Finance,Organic,Inquiry Started,1,0,,,2026-03-15 22:07:15.000000,,,,,,
app_599,app_599,144645.32,Business / Equipment,Organic,Settled & Funded,0,3,57.0,8.02,2025-04-26 12:18:22.000000,2025-04-26 12:25:22.000000,2025-04-26 12:29:22.000000,2025-04-27 12:29:22.000000,2025-04-29 12:29:22.000000,7.0,4.0
app_600,app_600,34280.94,Home Loan,Synapses API,Settled & Funded,1,2,212.0,7.27,2025-06-02 21:09:11.000000,2025-06-02 21:16:11.000000,2025-06-02 21:23:11.000000,2025-06-05 21:23:11.000000,2025-06-06 21:23:11.000000,7.0,7.0
app_601,app_601,96779.4,Car / Asset Finance,Mortgage Broker,Settled & Funded,0,3,165.0,11.47,2026-02-14 10:44:04.000000,2026-02-14 10:50:04.000000,2026-02-14 10:59:04.000000,2026-02-28 10:59:04.000000,2026-03-06 10:59:04.000000,6.0,9.0
app_602,app_602,96925.84,Business / Equipment,Organic,Project Neo Matched,1,3,100.0,6.94,2025-09-30 23:27:35.000000,2025-09-30 23:28:35.000000,2025-09-30 23:42:35.000000,,,1.0,14.0
app_603,app_603,48528.74,Personal Loan,Synapses API,Inquiry Started,1,0,,,2025-10-10 16:21:33.000000,,,,,,
app_604,app_604,137632.82,Personal Loan,Mortgage Broker,Inquiry Started,1,0,,,2025-04-20 23:53:55.000000,,,,,,
app_605,app_605,86649.12,Home Loan,Organic,Inquiry Started,0,0,,,2025-08-29 10:07:04.000000,,,,,,
app_606,app_606,31398.73,Home Loan,Organic,Inquiry Started,0,0,,,2025-12-02 19:04:49.000000,,,,,,
app_607,app_607,121553.88,Business / Equipment,Synapses API,Lender Approved,0,4,180.0,7.92,2025-04-08 01:56:50.000000,2025-04-08 02:02:50.000000,2025-04-08 02:04:50.000000,2025-04-16 02:04:50.000000,,6.0,2.0
app_608,app_608,46270.49,Business / Equipment,Synapses API,Settled & Funded,0,4,176.0,11.7,2026-02-07 03:03:38.000000,2026-02-07 03:12:38.000000,2026-02-07 03:17:38.000000,2026-02-13 03:17:38.000000,2026-02-18 03:17:38.000000,9.0,5.0
app_609,app_609,5676.14,Business / Equipment,Organic,Inquiry Started,0,0,,,2025-11-20 05:03:20.000000,,,,,,
app_610,app_610,22292.05,Personal Loan,Organic,Settled & Funded,1,2,213.0,7.33,2026-02-10 02:22:38.000000,2026-02-10 02:31:38.000000,2026-02-10 02:33:38.000000,2026-02-16 02:33:38.000000,2026-02-19 02:33:38.000000,9.0,2.0
app_611,app_611,8598.39,Home Loan,Organic,Settled & Funded,0,2,191.0,11.39,2025-08-22 09:13:21.000000,2025-08-22 09:23:21.000000,2025-08-22 09:25:21.000000,2025-08-26 09:25:21.000000,2025-08-28 09:25:21.000000,10.0,2.0
app_612,app_612,19996.35,Car / Asset Finance,Synapses API,Inquiry Started,1,0,,,2025-04-19 17:48:48.000000,,,,,,
app_613,app_613,100310.92,Home Loan,Organic,Settled & Funded,1,1,135.0,7.1,2025-08-12 06:15:54.000000,2025-08-12 06:18:54.000000,2025-08-12 06:25:54.000000,2025-08-16 06:25:54.000000,2025-08-23 06:25:54.000000,3.0,7.0
app_614,app_614,54795.53,Car / Asset Finance,Organic,Inquiry Started,0,0,,,2025-08-12 13:54:05.000000,,,,,,
app_615,app_615,105307.42,Business / Equipment,Organic,Lender Approved,0,4,214.0,10.03,2025-09-07 10:10:21.000000,2025-09-07 10:20:21.000000,2025-09-07 10:30:21.000000,2025-09-19 10:30:21.000000,,10.0,10.0
app_616,app_616,12341.48,Personal Loan,Organic,Settled & Funded,0,2,162.0,10.9,2026-01-20 19:34:57.000000,2026-01-20 19:43:57.000000,2026-01-20 19:46:57.000000,2026-01-31 19:46:57.000000,2026-02-04 19:46:57.000000,9.0,3.0
app_617,app_617,91300.65,Personal Loan,Synapses API,Settled & Funded,0,4,215.0,9.95,2025-08-28 08:55:58.000000,2025-08-28 08:57:58.000000,2025-08-28 08:58:58.000000,2025-08-29 08:58:58.000000,2025-09-04 08:58:58.000000,2.0,1.0
app_618,app_618,149731.68,Car / Asset Finance,Organic,Inquiry Started,1,0,,,2026-01-30 05:36:18.000000,,,,,,
app_619,app_619,55288.81,Home Loan,Organic,Inquiry Started,1,0,,,2025-07-21 00:58:58.000000,,,,,,
app_620,app_620,28093.44,Car / Asset Finance,Organic,Lender Approved,0,2,18.0,11.41,2026-02-28 07:20:55.000000,2026-02-28 07:27:55.000000,2026-02-28 07:35:55.000000,2026-03-10 07:35:55.000000,,7.0,8.0
app_621,app_621,84561.14,Home Loan,TikTok/Meta Ads,Inquiry Started,1,0,,,2025-11-13 17:51:27.000000,,,,,,
app_622,app_622,113304.65,Car / Asset Finance,Synapses API,Settled & Funded,1,3,75.0,9.54,2025-04-18 13:39:41.000000,2025-04-18 13:40:41.000000,2025-04-18 13:46:41.000000,2025-04-30 13:46:41.000000,2025-05-05 13:46:41.000000,1.0,6.0
app_623,app_623,131197.21,Personal Loan,Organic,Project Neo Matched,1,4,56.0,10.69,2026-02-08 20:56:15.000000,2026-02-08 21:06:15.000000,2026-02-08 21:19:15.000000,,,10.0,13.0
app_624,app_624,102513.34,Business / Equipment,Organic,Project Neo Matched,0,4,55.0,6.34,2025-11-13 13:05:13.000000,2025-11-13 13:08:13.000000,2025-11-13 13:11:13.000000,,,3.0,3.0
app_625,app_625,106517.46,Business / Equipment,Synapses API,Settled & Funded,0,2,77.0,12.41,2025-07-08 02:44:19.000000,2025-07-08 02:54:19.000000,2025-07-08 03:04:19.000000,2025-07-17 03:04:19.000000,2025-07-24 03:04:19.000000,10.0,10.0
app_626,app_626,30349.57,Business / Equipment,Organic,Project Neo Matched,0,3,70.0,8.26,2025-08-10 18:08:57.000000,2025-08-10 18:14:57.000000,2025-08-10 18:15:57.000000,,,6.0,1.0
app_627,app_627,54062.38,Car / Asset Finance,Synapses API,Project Neo Matched,0,3,216.0,5.02,2025-08-05 18:53:39.000000,2025-08-05 18:57:39.000000,2025-08-05 19:05:39.000000,,,4.0,8.0
app_628,app_628,77702.9,Car / Asset Finance,Organic,Settled & Funded,1,1,95.0,7.1,2025-05-23 11:38:21.000000,2025-05-23 11:43:21.000000,2025-05-23 11:46:21.000000,2025-05-26 11:46:21.000000,2025-05-30 11:46:21.000000,5.0,3.0
app_629,app_629,148461.9,Personal Loan,Organic,Inquiry Started,0,0,,,2025-04-24 08:07:52.000000,,,,,,
app_630,app_630,87005.53,Home Loan,Organic,Project Neo Matched,1,4,217.0,11.68,2025-10-04 03:55:21.000000,2025-10-04 03:56:21.000000,2025-10-04 04:10:21.000000,,,1.0,14.0
app_631,app_631,123382.93,Home Loan,Mortgage Broker,Inquiry Started,1,0,,,2025-06-09 23:53:22.000000,,,,,,
app_632,app_632,21926.46,Home Loan,Organic,Settled & Funded,0,4,43.0,11.24,2025-12-17 17:19:13.000000,2025-12-17 17:28:13.000000,2025-12-17 17:31:13.000000,2025-12-20 17:31:13.000000,2025-12-22 17:31:13.000000,9.0,3.0
app_633,app_633,95287.67,Home Loan,Synapses API,Inquiry Started,0,0,,,2025-04-30 07:08:54.000000,,,,,,
app_634,app_634,139340.93,Business / Equipment,Synapses API,Inquiry Started,1,0,,,2025-06-16 06:41:06.000000,,,,,,
app_635,app_635,128855.33,Home Loan,Synapses API,Inquiry Started,0,0,,,2025-11-08 10:15:19.000000,,,,,,
app_636,app_636,96105.63,Personal Loan,Synapses API,Settled & Funded,0,3,50.0,6.69,2025-03-29 00:57:52.000000,2025-03-29 00:58:52.000000,2025-03-29 01:00:52.000000,2025-04-02 01:00:52.000000,2025-04-05 01:00:52.000000,1.0,2.0
app_637,app_637,60959.56,Business / Equipment,Synapses API,Project Neo Matched,1,2,194.0,6.09,2025-05-31 05:06:14.000000,2025-05-31 05:08:14.000000,2025-05-31 05:15:14.000000,,,2.0,7.0
app_638,app_638,59701.64,Home Loan,Organic,Settled & Funded,1,2,102.0,10.21,2025-06-22 18:33:22.000000,2025-06-22 18:39:22.000000,2025-06-22 18:44:22.000000,2025-06-26 18:44:22.000000,2025-06-28 18:44:22.000000,6.0,5.0
app_639,app_639,32115.54,Personal Loan,Mortgage Broker,Settled & Funded,0,3,26.0,7.15,2025-10-31 03:36:17.000000,2025-10-31 03:45:17.000000,2025-10-31 03:56:17.000000,2025-11-11 03:56:17.000000,2025-11-14 03:56:17.000000,9.0,11.0
app_640,app_640,56687.14,Personal Loan,TikTok/Meta Ads,Settled & Funded,0,4,218.0,8.95,2025-06-26 07:13:03.000000,2025-06-26 07:23:03.000000,2025-06-26 07:31:03.000000,2025-07-03 07:31:03.000000,2025-07-08 07:31:03.000000,10.0,8.0
app_641,app_641,17744.55,Business / Equipment,Mortgage Broker,Inquiry Started,1,0,,,2025-06-20 07:00:51.000000,,,,,,
app_642,app_642,100865.16,Business / Equipment,TikTok/Meta Ads,Lender Approved,1,2,25.0,12.46,2025-05-27 12:06:53.000000,2025-05-27 12:16:53.000000,2025-05-27 12:26:53.000000,2025-06-10 12:26:53.000000,,10.0,10.0
app_643,app_643,57286.05,Home Loan,Organic,Inquiry Started,1,0,,,2025-05-27 02:21:51.000000,,,,,,
app_644,app_644,41584.82,Car / Asset Finance,Organic,Settled & Funded,0,1,78.0,12.06,2025-10-25 23:39:03.000000,2025-10-25 23:45:03.000000,2025-10-25 23:46:03.000000,2025-10-27 23:46:03.000000,2025-11-03 23:46:03.000000,6.0,1.0
app_645,app_645,58512.95,Home Loan,Synapses API,Project Neo Matched,1,3,67.0,7.48,2025-07-05 22:11:49.000000,2025-07-05 22:20:49.000000,2025-07-05 22:26:49.000000,,,9.0,6.0
app_646,app_646,99985.94,Car / Asset Finance,Mortgage Broker,Settled & Funded,1,4,199.0,8.83,2026-02-19 16:09:08.000000,2026-02-19 16:19:08.000000,2026-02-19 16:21:08.000000,2026-03-03 16:21:08.000000,2026-03-09 16:21:08.000000,10.0,2.0
app_647,app_647,133380.04,Home Loan,Synapses API,Project Neo Matched,0,3,119.0,8.0,2026-02-20 00:45:53.000000,2026-02-20 00:54:53.000000,2026-02-20 01:04:53.000000,,,9.0,10.0
app_648,app_648,21345.01,Personal Loan,Organic,Settled & Funded,0,2,219.0,10.77,2025-03-27 10:13:17.000000,2025-03-27 10:21:17.000000,2025-03-27 10:27:17.000000,2025-04-03 10:27:17.000000,2025-04-04 10:27:17.000000,8.0,6.0
app_649,app_649,53202.96,Personal Loan,TikTok/Meta Ads,Inquiry Started,1,0,,,2025-11-10 15:50:15.000000,,,,,,
app_650,app_650,147027.67,Home Loan,TikTok/Meta Ads,Settled & Funded,1,3,209.0,7.49,2025-11-27 04:12:24.000000,2025-11-27 04:16:24.000000,2025-11-27 04:17:24.000000,2025-12-09 04:17:24.000000,2025-12-13 04:17:24.000000,4.0,1.0
app_651,app_651,14045.59,Home Loan,Synapses API,Settled & Funded,0,4,149.0,10.78,2025-09-05 21:15:33.000000,2025-09-05 21:19:33.000000,2025-09-05 21:22:33.000000,2025-09-14 21:22:33.000000,2025-09-20 21:22:33.000000,4.0,3.0
app_652,app_652,140079.6,Business / Equipment,Organic,Project Neo Matched,0,2,3.0,5.9,2025-05-08 04:51:24.000000,2025-05-08 04:53:24.000000,2025-05-08 04:54:24.000000,,,2.0,1.0
app_653,app_653,128692.2,Business / Equipment,Synapses API,Settled & Funded,1,2,67.0,11.54,2026-03-04 22:52:55.000000,2026-03-04 22:53:55.000000,2026-03-04 23:00:55.000000,2026-03-07 23:00:55.000000,2026-03-09 23:00:55.000000,1.0,7.0
app_654,app_654,36861.84,Home Loan,Mortgage Broker,Settled & Funded,0,2,75.0,11.76,2025-06-21 02:31:58.000000,2025-06-21 02:41:58.000000,2025-06-21 02:48:58.000000,2025-06-22 02:48:58.000000,2025-06-27 02:48:58.000000,10.0,7.0
app_655,app_655,119370.28,Business / Equipment,Organic,Inquiry Started,0,0,,,2025-10-11 18:54:59.000000,,,,,,
app_656,app_656,76708.01,Business / Equipment,Synapses API,Settled & Funded,0,2,25.0,6.67,2026-03-01 06:17:18.000000,2026-03-01 06:19:18.000000,2026-03-01 06:28:18.000000,2026-03-05 06:28:18.000000,2026-03-07 06:28:18.000000,2.0,9.0
app_657,app_657,128483.07,Business / Equipment,Synapses API,Project Neo Matched,1,3,89.0,12.15,2025-04-29 22:20:08.000000,2025-04-29 22:29:08.000000,2025-04-29 22:35:08.000000,,,9.0,6.0
app_658,app_658,18924.27,Personal Loan,Organic,Settled & Funded,0,4,30.0,6.9,2025-07-15 06:14:28.000000,2025-07-15 06:16:28.000000,2025-07-15 06:26:28.000000,2025-07-29 06:26:28.000000,2025-08-05 06:26:28.000000,2.0,10.0
